Record_ID,Scenario,Source,Sim_Time_s,Bus_ID,Bus_Name,Frequency_Hz,Voltage_pu,Voltage_kV,Angle_deg,Active_Power_MW,Reactive_Power_MVAr,ROCOF_Hz_per_s,Ambient_Temp_C,Grid_State,Stability_Label
400,Normal_Operation,Synthetic_PhysicsInformed,39.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6092,1.0265,338.8,14.87,508.193,305.526,-0.1332,25.2,Stable,0
401,Normal_Operation,Synthetic_PhysicsInformed,40.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.672,1.0237,337.8,18.27,477.452,287.044,0.6276,25.2,Stable,0
402,Normal_Operation,Synthetic_PhysicsInformed,40.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5669,1.0143,334.7,20.47,460.542,276.878,-1.0506,25.3,Stable,0
403,Normal_Operation,Synthetic_PhysicsInformed,40.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6126,1.014,334.6,26.07,438.655,263.719,0.4567,25.3,Stable,0
404,Normal_Operation,Synthetic_PhysicsInformed,40.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5525,1.0035,331.2,28.88,452.509,272.049,-0.601,25.3,Stable,0
405,Normal_Operation,Synthetic_PhysicsInformed,40.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5,1.0035,331.2,33.46,499.943,300.566,-0.5248,25.3,Stable,0
406,Normal_Operation,Synthetic_PhysicsInformed,40.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5,1.0047,331.5,37.01,481.023,289.191,0.0,25.4,Stable,0
407,Normal_Operation,Synthetic_PhysicsInformed,40.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5502,1.0055,331.8,38.09,486.997,292.783,0.5022,25.4,Stable,0
408,Normal_Operation,Synthetic_PhysicsInformed,40.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6038,1.0144,334.8,41.06,513.556,308.75,0.5362,25.4,Stable,0
409,Normal_Operation,Synthetic_PhysicsInformed,40.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6079,0.9999,330.0,44.82,507.747,305.257,0.0406,25.4,Stable,0
410,Normal_Operation,Synthetic_PhysicsInformed,40.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5569,1.0064,332.1,43.75,524.197,315.147,-0.5098,25.4,Stable,0
411,Normal_Operation,Synthetic_PhysicsInformed,41.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5725,1.0113,333.7,46.36,528.951,318.005,0.1554,25.5,Stable,0
412,Normal_Operation,Synthetic_PhysicsInformed,41.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5113,1.0172,335.7,44.74,550,330.66,-0.6119,25.5,Stable,0
413,Normal_Operation,Synthetic_PhysicsInformed,41.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.574,1.0216,337.1,42.25,535.877,322.169,0.6273,25.5,Stable,0
414,Normal_Operation,Synthetic_PhysicsInformed,41.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.603,1.0123,334.1,39.93,528.412,317.681,0.2904,25.6,Stable,0
415,Normal_Operation,Synthetic_PhysicsInformed,41.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6167,1.0131,334.3,42.46,515.484,309.909,0.1362,25.6,Stable,0
416,Normal_Operation,Synthetic_PhysicsInformed,41.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6903,1.0115,333.8,37.29,516.351,310.431,0.7364,25.6,Stable,0
417,Normal_Operation,Synthetic_PhysicsInformed,41.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5404,1.0114,333.7,33.42,493.437,296.654,-1.4993,25.6,Stable,0
418,Normal_Operation,Synthetic_PhysicsInformed,41.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5,1.0077,332.5,27.59,507.668,305.21,-0.4036,25.7,Stable,0
419,Normal_Operation,Synthetic_PhysicsInformed,41.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5059,0.9955,328.5,26.38,518.883,311.953,0.0586,25.7,Stable,0
420,Normal_Operation,Synthetic_PhysicsInformed,41.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5,0.9938,327.9,23.17,511.874,307.738,-0.0586,25.7,Stable,0
421,Normal_Operation,Synthetic_PhysicsInformed,42.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5,0.9938,327.9,18.88,550,330.66,0.0,25.8,Stable,0
422,Normal_Operation,Synthetic_PhysicsInformed,42.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.508,0.9909,327.0,18.07,540.879,325.177,0.0796,25.8,Stable,0
423,Normal_Operation,Synthetic_PhysicsInformed,42.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5528,0.9852,325.1,15.39,522.782,314.296,0.4487,25.8,Stable,0
424,Normal_Operation,Synthetic_PhysicsInformed,42.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6052,0.9939,328.0,8.04,518.14,311.506,0.5239,25.9,Stable,0
425,Normal_Operation,Synthetic_PhysicsInformed,42.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6719,0.999,329.7,3.13,517.362,311.038,0.6666,25.9,Stable,0
426,Normal_Operation,Synthetic_PhysicsInformed,42.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6127,0.9938,328.0,1.03,537.314,323.033,-0.5922,26.0,Stable,0
427,Normal_Operation,Synthetic_PhysicsInformed,42.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7597,1.0124,334.1,-0.34,515.12,309.69,1.4709,26.0,Stable,0
428,Normal_Operation,Synthetic_PhysicsInformed,42.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6942,1.023,337.6,-5.35,504.525,303.32,-0.6555,26.0,Stable,0
429,Normal_Operation,Synthetic_PhysicsInformed,42.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6642,1.0341,341.3,-5.8,522.832,314.326,-0.3,26.1,Stable,0
430,Normal_Operation,Synthetic_PhysicsInformed,42.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7861,1.0312,340.3,-3.76,487.416,293.034,1.2186,26.1,Stable,0
431,Normal_Operation,Synthetic_PhysicsInformed,43.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7897,1.0282,339.3,-10.16,492.853,296.303,0.0364,26.1,Stable,0
432,Normal_Operation,Synthetic_PhysicsInformed,43.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8286,1.0149,334.9,-7.52,474.724,285.404,0.3893,26.2,Stable,0
433,Normal_Operation,Synthetic_PhysicsInformed,43.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7949,1.012,334.0,-5.69,452.331,271.941,-0.3377,26.2,Stable,0
434,Normal_Operation,Synthetic_PhysicsInformed,43.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8296,1.0081,332.7,-2.49,446.621,268.508,0.3478,26.3,Stable,0
435,Normal_Operation,Synthetic_PhysicsInformed,43.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8747,1.0066,332.2,1.5,447.85,269.247,0.4509,26.3,Stable,0
436,Normal_Operation,Synthetic_PhysicsInformed,43.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9521,1.015,334.9,-0.6,465.397,279.797,0.7739,26.4,Stable,0
437,Normal_Operation,Synthetic_PhysicsInformed,43.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0971,1.0074,332.5,5.24,456.483,274.438,1.4502,26.4,Stable,0
438,Normal_Operation,Synthetic_PhysicsInformed,43.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1276,1.0107,333.5,7.31,481.41,289.424,0.3041,26.4,Stable,0
439,Normal_Operation,Synthetic_PhysicsInformed,43.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0526,1.0092,333.0,14.32,517.908,311.367,-0.7491,26.5,Stable,0
440,Normal_Operation,Synthetic_PhysicsInformed,43.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.009,1.0142,334.7,16.53,481.864,289.697,-0.4364,26.5,Stable,0
441,Normal_Operation,Synthetic_PhysicsInformed,44.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9321,1.0051,331.7,18.99,470.935,283.126,-0.7686,26.6,Stable,0
442,Normal_Operation,Synthetic_PhysicsInformed,44.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9378,1.0138,334.5,24.76,521.95,313.796,0.0563,26.6,Stable,0
443,Normal_Operation,Synthetic_PhysicsInformed,44.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9214,1.0186,336.1,28.55,547.483,329.147,-0.1636,26.7,Stable,0
444,Normal_Operation,Synthetic_PhysicsInformed,44.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.895,1.0236,337.8,34.61,527.193,316.948,-0.2637,26.7,Stable,0
445,Normal_Operation,Synthetic_PhysicsInformed,44.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8943,1.0259,338.6,33.83,504.828,303.503,-0.0074,26.8,Stable,0
446,Normal_Operation,Synthetic_PhysicsInformed,44.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0462,1.023,337.6,41.15,490.919,295.14,1.519,26.8,Stable,0
447,Normal_Operation,Synthetic_PhysicsInformed,44.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0273,1.0275,339.1,39.81,469.895,282.501,-0.1888,26.9,Stable,0
448,Normal_Operation,Synthetic_PhysicsInformed,44.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9684,1.028,339.2,40.94,469.662,282.361,-0.5896,26.9,Stable,0
449,Normal_Operation,Synthetic_PhysicsInformed,44.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7894,1.0227,337.5,43.42,457.426,275.004,-1.79,27.0,Stable,0
450,Normal_Operation,Synthetic_PhysicsInformed,44.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7204,1.0154,335.1,44.83,485.796,292.06,-0.6895,27.0,Stable,0
451,Normal_Operation,Synthetic_PhysicsInformed,45.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6225,1.0127,334.2,46.95,489.695,294.405,-0.9789,27.1,Stable,0
452,Normal_Operation,Synthetic_PhysicsInformed,45.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6339,1.0089,332.9,44.72,484.689,291.395,0.1137,27.1,Stable,0
453,Normal_Operation,Synthetic_PhysicsInformed,45.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5,1.0034,331.1,39.88,507.776,305.275,-1.3388,27.2,Stable,0
454,Normal_Operation,Synthetic_PhysicsInformed,45.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5908,0.9977,329.3,43.88,550,330.66,0.9081,27.2,Stable,0
455,Normal_Operation,Synthetic_PhysicsInformed,45.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5614,1.0069,332.3,40.95,539.266,324.207,-0.2939,27.3,Stable,0
456,Normal_Operation,Synthetic_PhysicsInformed,45.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5,1.0027,330.9,36.89,487.487,293.077,-0.6143,27.3,Stable,0
457,Normal_Operation,Synthetic_PhysicsInformed,45.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.5674,1.0003,330.1,35.61,476.228,286.308,0.6744,27.4,Stable,0
458,Normal_Operation,Synthetic_PhysicsInformed,45.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8289,0.9887,326.3,29.48,488.021,293.398,2.6149,27.4,Stable,0
459,Normal_Operation,Synthetic_PhysicsInformed,45.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0262,0.9823,324.2,31.38,466.779,280.628,1.9723,27.5,Stable,0
460,Normal_Operation,Synthetic_PhysicsInformed,45.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1283,0.9837,324.6,28.37,500.58,300.949,1.0216,27.5,Stable,0
461,Normal_Operation,Synthetic_PhysicsInformed,46.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0701,1.0051,331.7,17.75,490.779,295.056,-0.5823,27.6,Stable,0
462,Normal_Operation,Synthetic_PhysicsInformed,46.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2112,0.9997,329.9,14.81,490.352,294.8,1.4113,27.6,Stable,0
463,Normal_Operation,Synthetic_PhysicsInformed,46.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2369,1.0024,330.8,10.78,491.273,295.353,0.2564,27.7,Stable,0
464,Normal_Operation,Synthetic_PhysicsInformed,46.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.276,1.0128,334.2,9.31,463.149,278.445,0.3915,27.8,Stable,0
465,Normal_Operation,Synthetic_PhysicsInformed,46.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2645,1.0078,332.6,7.94,427.983,257.304,-0.1153,27.8,Stable,0
466,Normal_Operation,Synthetic_PhysicsInformed,46.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.296,1.0,330.0,4.87,443.508,266.637,0.3155,27.9,Stable,0
467,Normal_Operation,Synthetic_PhysicsInformed,46.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2988,1.0035,331.2,-0.9,456.348,274.356,0.0274,27.9,Stable,0
468,Normal_Operation,Synthetic_PhysicsInformed,46.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2799,1.0085,332.8,-2.16,405.406,243.73,-0.1891,28.0,Stable,0
469,Normal_Operation,Synthetic_PhysicsInformed,46.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2248,1.0187,336.2,-0.87,408.727,245.727,-0.5509,28.0,Stable,0
470,Normal_Operation,Synthetic_PhysicsInformed,46.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2035,1.0154,335.1,-3.43,421.372,253.329,-0.2132,28.1,Stable,0
471,Normal_Operation,Synthetic_PhysicsInformed,47.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.115,1.0193,336.4,-2.53,402.706,242.107,-0.885,28.2,Stable,0
472,Normal_Operation,Synthetic_PhysicsInformed,47.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0943,1.0215,337.1,-3.25,395.66,237.871,-0.207,28.2,Stable,0
473,Normal_Operation,Synthetic_PhysicsInformed,47.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0473,1.0172,335.7,-3.01,405.959,244.063,-0.4701,28.3,Stable,0
474,Normal_Operation,Synthetic_PhysicsInformed,47.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0433,1.0068,332.2,-4.46,419.898,252.442,-0.0392,28.3,Stable,0
475,Normal_Operation,Synthetic_PhysicsInformed,47.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9435,1.008,332.7,-0.95,408.358,245.505,-0.9985,28.4,Stable,0
476,Normal_Operation,Synthetic_PhysicsInformed,47.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9484,1.0194,336.4,2.9,403.527,242.6,0.0496,28.5,Stable,0
477,Normal_Operation,Synthetic_PhysicsInformed,47.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8332,1.022,337.3,7.58,416.998,250.699,-1.1529,28.5,Stable,0
478,Normal_Operation,Synthetic_PhysicsInformed,47.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9348,1.0242,338.0,6.04,416.749,250.55,1.0162,28.6,Stable,0
479,Normal_Operation,Synthetic_PhysicsInformed,47.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.98,1.0281,339.3,11.29,416.144,250.186,0.4525,28.6,Stable,0
480,Normal_Operation,Synthetic_PhysicsInformed,47.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0103,1.0356,341.7,18.1,429.764,258.374,0.3027,28.7,Stable,0
481,Normal_Operation,Synthetic_PhysicsInformed,48.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0415,1.0266,338.8,17.8,427.938,257.277,0.3118,28.8,Stable,0
482,Normal_Operation,Synthetic_PhysicsInformed,48.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1227,1.028,339.3,25.03,398.01,239.284,0.8125,28.8,Stable,0
483,Normal_Operation,Synthetic_PhysicsInformed,48.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9997,1.0345,341.4,27.66,373.336,224.45,-1.2307,28.9,Stable,0
484,Normal_Operation,Synthetic_PhysicsInformed,48.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0703,1.0346,341.4,37.25,401.169,241.183,0.7059,28.9,Stable,0
485,Normal_Operation,Synthetic_PhysicsInformed,48.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0945,1.0318,340.5,35.16,400.558,240.815,0.2422,29.0,Stable,0
486,Normal_Operation,Synthetic_PhysicsInformed,48.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9746,1.0367,342.1,38.23,346.936,208.578,-1.1983,29.1,Stable,0
487,Normal_Operation,Synthetic_PhysicsInformed,48.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9251,1.029,339.6,42.19,350.208,210.545,-0.4957,29.1,Stable,0
488,Normal_Operation,Synthetic_PhysicsInformed,48.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0478,1.0165,335.4,40.12,375.539,225.774,1.2274,29.2,Stable,0
489,Normal_Operation,Synthetic_PhysicsInformed,48.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.993,1.0082,332.7,42.72,363.066,218.275,-0.5481,29.2,Stable,0
490,Normal_Operation,Synthetic_PhysicsInformed,48.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0365,1.0156,335.2,41.52,360.597,216.791,0.435,29.3,Stable,0
491,Normal_Operation,Synthetic_PhysicsInformed,49.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0358,1.0154,335.1,46.67,366.464,220.318,-0.0069,29.4,Stable,0
492,Normal_Operation,Synthetic_PhysicsInformed,49.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9876,1.0069,332.3,41.04,362.219,217.766,-0.4817,29.4,Stable,0
493,Normal_Operation,Synthetic_PhysicsInformed,49.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9894,1.013,334.3,43.02,412.082,247.744,0.0177,29.5,Stable,0
494,Normal_Operation,Synthetic_PhysicsInformed,49.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9838,1.009,333.0,43.04,393.567,236.612,-0.0559,29.6,Stable,0
495,Normal_Operation,Synthetic_PhysicsInformed,49.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0013,0.9941,328.0,41.58,396.722,238.509,0.1752,29.6,Stable,0
496,Normal_Operation,Synthetic_PhysicsInformed,49.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0181,0.9954,328.5,35.13,380.413,228.704,0.1678,29.7,Stable,0
497,Normal_Operation,Synthetic_PhysicsInformed,49.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1425,0.9991,329.7,33.5,391.314,235.258,1.2441,29.7,Stable,0
498,Normal_Operation,Synthetic_PhysicsInformed,49.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.168,1.0129,334.2,33.57,401.472,241.365,0.2549,29.8,Stable,0
499,Normal_Operation,Synthetic_PhysicsInformed,49.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1237,1.0247,338.1,27.52,385.488,231.755,-0.4434,29.9,Stable,0
500,Normal_Operation,Synthetic_PhysicsInformed,49.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0199,1.0174,335.7,23.18,403.022,242.297,-1.038,29.9,Stable,0
501,Normal_Operation,Synthetic_PhysicsInformed,50.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0919,1.0246,338.1,20.31,421.0,253.105,0.7206,30.0,Stable,0
502,Normal_Operation,Synthetic_PhysicsInformed,50.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2681,1.0298,339.8,19.29,391.238,235.212,1.7615,30.1,Stable,0
503,Normal_Operation,Synthetic_PhysicsInformed,50.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1953,1.023,337.6,6.92,394.649,237.263,-0.7275,30.1,Stable,0
504,Normal_Operation,Synthetic_PhysicsInformed,50.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.297,1.0181,336.0,9.04,379.336,228.057,1.0163,30.2,Stable,0
505,Normal_Operation,Synthetic_PhysicsInformed,50.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.2428,1.0192,336.3,2.91,405.35,243.696,-0.5419,30.3,Stable,0
506,Normal_Operation,Synthetic_PhysicsInformed,50.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0771,1.0205,336.8,1.34,436.365,262.343,-1.6564,30.3,Stable,0
507,Normal_Operation,Synthetic_PhysicsInformed,50.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.1342,1.0049,331.6,-5.07,416.02,250.111,0.5709,30.4,Stable,0
508,Normal_Operation,Synthetic_PhysicsInformed,50.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),50.0873,1.0033,331.1,-2.21,430.191,258.631,-0.4689,30.4,Stable,0
509,Normal_Operation,Synthetic_PhysicsInformed,50.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9737,0.9905,326.9,-3.27,422.961,254.284,-1.1365,30.5,Stable,0
510,Normal_Operation,Synthetic_PhysicsInformed,50.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9667,0.9865,325.6,-5.04,453.044,272.37,-0.0695,30.6,Stable,0
511,Normal_Operation,Synthetic_PhysicsInformed,51.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8385,0.9786,322.9,-3.72,483.24,290.524,-1.282,30.6,Stable,0
512,Normal_Operation,Synthetic_PhysicsInformed,51.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8302,0.9708,320.4,-8.69,485.788,292.056,-0.0838,30.7,Stable,0
513,Normal_Operation,Synthetic_PhysicsInformed,51.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7387,0.9875,325.9,0.91,487.525,293.1,-0.9146,30.8,Stable,0
514,Normal_Operation,Synthetic_PhysicsInformed,51.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7906,0.9873,325.8,0.01,484.587,291.334,0.519,30.8,Stable,0
515,Normal_Operation,Synthetic_PhysicsInformed,51.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8061,0.9975,329.2,1.03,524.478,315.316,0.1554,30.9,Stable,0
516,Normal_Operation,Synthetic_PhysicsInformed,51.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6849,0.9937,327.9,0.51,536.589,322.597,-1.2125,30.9,Stable,0
517,Normal_Operation,Synthetic_PhysicsInformed,51.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6612,0.9983,329.4,2.97,529.373,318.259,-0.2373,31.0,Stable,0
518,Normal_Operation,Synthetic_PhysicsInformed,51.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8619,1.0098,333.2,4.89,531.696,319.656,2.007,31.1,Stable,0
519,Normal_Operation,Synthetic_PhysicsInformed,51.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9349,1.0059,331.9,10.07,539.851,324.558,0.7302,31.1,Stable,0
520,Normal_Operation,Synthetic_PhysicsInformed,51.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.9462,1.0094,333.1,15.77,550,330.66,0.1132,31.2,Stable,0
521,Normal_Operation,Synthetic_PhysicsInformed,52.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8758,1.0055,331.8,21.03,550,330.66,-0.7042,31.2,Stable,0
522,Normal_Operation,Synthetic_PhysicsInformed,52.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7717,1.0143,334.7,20.99,544.128,327.13,-1.0409,31.3,Stable,0
523,Normal_Operation,Synthetic_PhysicsInformed,52.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7586,1.0086,332.8,29.99,491.481,295.478,-0.1315,31.4,Stable,0
524,Normal_Operation,Synthetic_PhysicsInformed,52.3,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7122,1.0019,330.6,33.1,519.415,312.272,-0.4639,31.4,Stable,0
525,Normal_Operation,Synthetic_PhysicsInformed,52.4,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7886,1.0116,333.8,30.25,518.216,311.552,0.7643,31.5,Stable,0
526,Normal_Operation,Synthetic_PhysicsInformed,52.5,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6885,1.0084,332.8,38.17,515.698,310.038,-1.0007,31.5,Stable,0
527,Normal_Operation,Synthetic_PhysicsInformed,52.6,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8142,0.9941,328.0,38.55,481.8,289.658,1.2563,31.6,Stable,0
528,Normal_Operation,Synthetic_PhysicsInformed,52.7,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.6923,1.0014,330.5,42.64,510.343,306.818,-1.2181,31.7,Stable,0
529,Normal_Operation,Synthetic_PhysicsInformed,52.8,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8025,1.0018,330.6,41.84,526.161,316.328,1.102,31.7,Stable,0
530,Normal_Operation,Synthetic_PhysicsInformed,52.9,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7571,0.9933,327.8,42.39,523.79,314.903,-0.4546,31.8,Stable,0
531,Normal_Operation,Synthetic_PhysicsInformed,53.0,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8705,0.994,328.0,47.45,520.928,313.182,1.1339,31.8,Stable,0
532,Normal_Operation,Synthetic_PhysicsInformed,53.1,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.8428,1.0134,334.4,48.33,520.319,312.816,-0.2764,31.9,Stable,0
533,Normal_Operation,Synthetic_PhysicsInformed,53.2,Synth_NigGrid_Bus,Nigeria 330kV Grid (Synthetic),49.7841,1.0015,330.5,44.58,510.693,307.029,-0.5872,32.0,Stable,0
